,path,target
5514,BrainMRI/Training/notumor/Tr-no_0980.jpg,notumor
3694,BrainMRI/Training/pituitary/Tr-pi_0543.jpg,pituitary
5653,BrainMRI/Training/notumor/Tr-no_1156.jpg,notumor
2665,BrainMRI/Training/pituitary/Tr-pi_0141.jpg,pituitary
5693,BrainMRI/Training/notumor/Tr-no_0989.jpg,notumor
358,BrainMRI/Training/glioma/Tr-gl_1049.jpg,glioma
2238,BrainMRI/Training/meningioma/Tr-me_1194.jpg,meningioma
1920,BrainMRI/Training/meningioma/Tr-me_0463.jpg,meningioma
144,BrainMRI/Training/glioma/Tr-gl_0588.jpg,glioma
2271,BrainMRI/Training/meningioma/Tr-me_0861.jpg,meningioma
1269,BrainMRI/Training/glioma/Tr-gl_0689.jpg,glioma
3533,BrainMRI/Training/pituitary/Tr-pi_1185.jpg,pituitary
5047,BrainMRI/Training/notumor/Tr-no_1117.jpg,notumor
3101,BrainMRI/Training/pituitary/Tr-pi_0303.jpg,pituitary
5092,BrainMRI/Training/notumor/Tr-no_1063.jpg,notumor
3176,BrainMRI/Training/pituitary/Tr-piTr_0001.jpg,pituitary
2556,BrainMRI/Training/meningioma/Tr-me_0757.jpg,meningioma
2501,BrainMRI/Training/meningioma/Tr-me_0137.jpg,meningioma
2280,BrainMRI/Training/meningioma/Tr-me_0030.jpg,meningioma
2740,BrainMRI/Training/pituitary/Tr-pi_0641.jpg,pituitary
2406,BrainMRI/Training/meningioma/Tr-me_1096.jpg,meningioma
4681,BrainMRI/Training/notumor/Tr-no_0170.jpg,notumor
4145,BrainMRI/Training/notumor/Tr-no_1030.jpg,notumor
4491,BrainMRI/Training/notumor/Tr-no_0076.jpg,notumor
3811,BrainMRI/Training/pituitary/Tr-pi_0380.jpg,pituitary
2597,BrainMRI/Training/meningioma/Tr-me_0080.jpg,meningioma
1666,BrainMRI/Training/meningioma/Tr-me_0978.jpg,meningioma
1502,BrainMRI/Training/meningioma/Tr-me_0655.jpg,meningioma
2847,BrainMRI/Training/pituitary/Tr-pi_0680.jpg,pituitary
4579,BrainMRI/Training/notumor/Tr-no_0788.jpg,notumor
1498,BrainMRI/Training/meningioma/Tr-me_0992.jpg,meningioma
889,BrainMRI/Training/glioma/Tr-gl_1278.jpg,glioma
2886,BrainMRI/Training/pituitary/Tr-pi_0155.jpg,pituitary
152,BrainMRI/Training/glioma/Tr-gl_0923.jpg,glioma
1738,BrainMRI/Training/meningioma/Tr-me_0512.jpg,meningioma
166,BrainMRI/Training/glioma/Tr-gl_1228.jpg,glioma
3980,BrainMRI/Training/pituitary/Tr-pi_0884.jpg,pituitary
4075,BrainMRI/Training/pituitary/Tr-pi_0266.jpg,pituitary
5339,BrainMRI/Training/notumor/Tr-no_0371.jpg,notumor
1663,BrainMRI/Training/meningioma/Tr-me_0227.jpg,meningioma
4864,BrainMRI/Training/notumor/Tr-no_0275.jpg,notumor
4984,BrainMRI/Training/notumor/Tr-no_0012.jpg,notumor
3201,BrainMRI/Training/pituitary/Tr-pi_0926.jpg,pituitary
3587,BrainMRI/Training/pituitary/Tr-pi_1023.jpg,pituitary
3614,BrainMRI/Training/pituitary/Tr-pi_1263.jpg,pituitary
1643,BrainMRI/Training/meningioma/Tr-me_0197.jpg,meningioma
4157,BrainMRI/Training/notumor/Tr-no_1546.jpg,notumor
2097,BrainMRI/Training/meningioma/Tr-me_0196.jpg,meningioma
3266,BrainMRI/Training/pituitary/Tr-pi_1065.jpg,pituitary
4964,BrainMRI/Training/notumor/Tr-no_0055.jpg,notumor
1740,BrainMRI/Training/meningioma/Tr-me_0893.jpg,meningioma
670,BrainMRI/Training/glioma/Tr-gl_0908.jpg,glioma
2478,BrainMRI/Training/meningioma/Tr-me_0850.jpg,meningioma
217,BrainMRI/Training/glioma/Tr-gl_0599.jpg,glioma
3166,BrainMRI/Training/pituitary/Tr-pi_1246.jpg,pituitary
1227,BrainMRI/Training/glioma/Tr-gl_0770.jpg,glioma
799,BrainMRI/Training/glioma/Tr-gl_0938.jpg,glioma
1831,BrainMRI/Training/meningioma/Tr-me_0469.jpg,meningioma
625,BrainMRI/Training/glioma/Tr-gl_0746.jpg,glioma
585,BrainMRI/Training/glioma/Tr-gl_0505.jpg,glioma
4808,BrainMRI/Training/notumor/Tr-no_0779.jpg,notumor
4952,BrainMRI/Training/notumor/Tr-no_0497.jpg,notumor
4504,BrainMRI/Training/notumor/Tr-no_1350.jpg,notumor
1305,BrainMRI/Training/glioma/Tr-gl_0675.jpg,glioma
5444,BrainMRI/Training/notumor/Tr-no_1079.jpg,notumor
4863,BrainMRI/Training/notumor/Tr-no_0021.jpg,notumor
407,BrainMRI/Training/glioma/Tr-gl_1253.jpg,glioma
1037,BrainMRI/Training/glioma/Tr-gl_0537.jpg,glioma
5299,BrainMRI/Training/notumor/Tr-no_1321.jpg,notumor
1933,BrainMRI/Training/meningioma/Tr-me_1139.jpg,meningioma
2994,BrainMRI/Training/pituitary/Tr-pi_0500.jpg,pituitary
4638,BrainMRI/Training/notumor/Tr-no_1003.jpg,notumor
2421,BrainMRI/Training/meningioma/Tr-me_0687.jpg,meningioma
794,BrainMRI/Training/glioma/Tr-gl_0355.jpg,glioma
341,BrainMRI/Training/glioma/Tr-gl_1004.jpg,glioma
4736,BrainMRI/Training/notumor/Tr-no_0813.jpg,notumor
3391,BrainMRI/Training/pituitary/Tr-pi_1114.jpg,pituitary
2690,BrainMRI/Training/pituitary/Tr-pi_1319.jpg,pituitary
4411,BrainMRI/Training/notumor/Tr-no_0887.jpg,notumor
1095,BrainMRI/Training/glioma/Tr-gl_0431.jpg,glioma
3556,BrainMRI/Training/pituitary/Tr-pi_1440.jpg,pituitary
3820,BrainMRI/Training/pituitary/Tr-pi_0400.jpg,pituitary
2043,BrainMRI/Training/meningioma/Tr-me_1043.jpg,meningioma
3028,BrainMRI/Training/pituitary/Tr-pi_0360.jpg,pituitary
3199,BrainMRI/Training/pituitary/Tr-pi_0332.jpg,pituitary
2158,BrainMRI/Training/meningioma/Tr-me_0748.jpg,meningioma
4578,BrainMRI/Training/notumor/Tr-no_0353.jpg,notumor
1183,BrainMRI/Training/glioma/Tr-gl_0981.jpg,glioma
4708,BrainMRI/Training/notumor/Tr-no_1431.jpg,notumor
4529,BrainMRI/Training/notumor/Tr-no_1163.jpg,notumor
4575,BrainMRI/Training/notumor/Tr-no_0288.jpg,notumor
5635,BrainMRI/Training/notumor/Tr-no_1076.jpg,notumor
4823,BrainMRI/Training/notumor/Tr-no_0868.jpg,notumor
2861,BrainMRI/Training/pituitary/Tr-pi_0740.jpg,pituitary
191,BrainMRI/Training/glioma/Tr-gl_0132.jpg,glioma
4723,BrainMRI/Training/notumor/Tr-no_0112.jpg,notumor
3121,BrainMRI/Training/pituitary/Tr-pi_1124.jpg,pituitary
4742,BrainMRI/Training/notumor/Tr-no_1560.jpg,notumor
1105,BrainMRI/Training/glioma/Tr-gl_0106.jpg,glioma
5431,BrainMRI/Training/notumor/Tr-no_0727.jpg,notumor
2386,BrainMRI/Training/meningioma/Tr-me_0423.jpg,meningioma
2222,BrainMRI/Training/meningioma/Tr-me_0283.jpg,meningioma
5701,BrainMRI/Training/notumor/Tr-no_0339.jpg,notumor
4766,BrainMRI/Training/notumor/Tr-no_0455.jpg,notumor
2189,BrainMRI/Training/meningioma/Tr-me_0320.jpg,meningioma
1125,BrainMRI/Training/glioma/Tr-gl_0448.jpg,glioma
3197,BrainMRI/Training/pituitary/Tr-pi_1180.jpg,pituitary
3658,BrainMRI/Training/pituitary/Tr-pi_0431.jpg,pituitary
3578,BrainMRI/Training/pituitary/Tr-pi_0145.jpg,pituitary
1468,BrainMRI/Training/meningioma/Tr-me_0199.jpg,meningioma
2878,BrainMRI/Training/pituitary/Tr-pi_0890.jpg,pituitary
4674,BrainMRI/Training/notumor/Tr-no_0904.jpg,notumor
2264,BrainMRI/Training/meningioma/Tr-me_1014.jpg,meningioma
4553,BrainMRI/Training/notumor/Tr-no_1413.jpg,notumor
3484,BrainMRI/Training/pituitary/Tr-pi_0897.jpg,pituitary
127,BrainMRI/Training/glioma/Tr-gl_0196.jpg,glioma
2822,BrainMRI/Training/pituitary/Tr-pi_0290.jpg,pituitary
4385,BrainMRI/Training/notumor/Tr-no_0136.jpg,notumor
2472,BrainMRI/Training/meningioma/Tr-me_0602.jpg,meningioma
2747,BrainMRI/Training/pituitary/Tr-pi_0526.jpg,pituitary
2276,BrainMRI/Training/meningioma/Tr-me_0257.jpg,meningioma
4993,BrainMRI/Training/notumor/Tr-no_0555.jpg,notumor
890,BrainMRI/Training/glioma/Tr-gl_0585.jpg,glioma
1749,BrainMRI/Training/meningioma/Tr-me_0568.jpg,meningioma
657,BrainMRI/Training/glioma/Tr-gl_0125.jpg,glioma
5544,BrainMRI/Training/notumor/Tr-no_0730.jpg,notumor
4033,BrainMRI/Training/pituitary/Tr-pi_0425.jpg,pituitary
4995,BrainMRI/Training/notumor/Tr-no_0107.jpg,notumor
2308,BrainMRI/Training/meningioma/Tr-me_0962.jpg,meningioma
1879,BrainMRI/Training/meningioma/Tr-me_1295.jpg,meningioma
2640,BrainMRI/Training/meningioma/Tr-me_0114.jpg,meningioma
4743,BrainMRI/Training/notumor/Tr-no_0799.jpg,notumor
2399,BrainMRI/Training/meningioma/Tr-me_0869.jpg,meningioma
5022,BrainMRI/Training/notumor/Tr-no_0786.jpg,notumor
3185,BrainMRI/Training/pituitary/Tr-pi_1285.jpg,pituitary
3767,BrainMRI/Training/pituitary/Tr-pi_0320.jpg,pituitary
5700,BrainMRI/Training/notumor/Tr-no_1224.jpg,notumor
2375,BrainMRI/Training/meningioma/Tr-me_1283.jpg,meningioma
4011,BrainMRI/Training/pituitary/Tr-pi_0842.jpg,pituitary
5347,BrainMRI/Training/notumor/Tr-no_0267.jpg,notumor
376,BrainMRI/Training/glioma/Tr-gl_0726.jpg,glioma
2395,BrainMRI/Training/meningioma/Tr-me_0705.jpg,meningioma
537,BrainMRI/Training/glioma/Tr-gl_0320.jpg,glioma
4603,BrainMRI/Training/notumor/Tr-no_1258.jpg,notumor
3590,BrainMRI/Training/pituitary/Tr-pi_0278.jpg,pituitary
884,BrainMRI/Training/glioma/Tr-gl_1064.jpg,glioma
3474,BrainMRI/Training/pituitary/Tr-pi_0873.jpg,pituitary
4929,BrainMRI/Training/notumor/Tr-no_0797.jpg,notumor
2009,BrainMRI/Training/meningioma/Tr-me_1236.jpg,meningioma
3615,BrainMRI/Training/pituitary/Tr-pi_1164.jpg,pituitary
2953,BrainMRI/Training/pituitary/Tr-pi_0735.jpg,pituitary
541,BrainMRI/Training/glioma/Tr-gl_0457.jpg,glioma
2488,BrainMRI/Training/meningioma/Tr-me_0609.jpg,meningioma
5250,BrainMRI/Training/notumor/Tr-no_0708.jpg,notumor
3598,BrainMRI/Training/pituitary/Tr-pi_0184.jpg,pituitary
2265,BrainMRI/Training/meningioma/Tr-me_1263.jpg,meningioma
173,BrainMRI/Training/glioma/Tr-gl_0666.jpg,glioma
4779,BrainMRI/Training/notumor/Tr-no_0985.jpg,notumor
576,BrainMRI/Training/glioma/Tr-gl_0167.jpg,glioma
3191,BrainMRI/Training/pituitary/Tr-pi_1381.jpg,pituitary
4,BrainMRI/Training/glioma/Tr-gl_0367.jpg,glioma
4349,BrainMRI/Training/notumor/Tr-no_1264.jpg,notumor
3828,BrainMRI/Training/pituitary/Tr-pi_0560.jpg,pituitary
4448,BrainMRI/Training/notumor/Tr-no_0633.jpg,notumor
244,BrainMRI/Training/glioma/Tr-gl_0681.jpg,glioma
3044,BrainMRI/Training/pituitary/Tr-pi_0534.jpg,pituitary
5066,BrainMRI/Training/notumor/Tr-no_0438.jpg,notumor
2703,BrainMRI/Training/pituitary/Tr-pi_0783.jpg,pituitary
1209,BrainMRI/Training/glioma/Tr-gl_0815.jpg,glioma
3078,BrainMRI/Training/pituitary/Tr-pi_0587.jpg,pituitary
5087,BrainMRI/Training/notumor/Tr-no_0432.jpg,notumor
1491,BrainMRI/Training/meningioma/Tr-me_0813.jpg,meningioma
4719,BrainMRI/Training/notumor/Tr-no_0867.jpg,notumor
4045,BrainMRI/Training/pituitary/Tr-pi_0870.jpg,pituitary
491,BrainMRI/Training/glioma/Tr-gl_0503.jpg,glioma
337,BrainMRI/Training/glioma/Tr-gl_0688.jpg,glioma
1397,BrainMRI/Training/meningioma/Tr-me_0310.jpg,meningioma
3601,BrainMRI/Training/pituitary/Tr-pi_0200.jpg,pituitary
4179,BrainMRI/Training/notumor/Tr-no_1041.jpg,notumor
2445,BrainMRI/Training/meningioma/Tr-me_0627.jpg,meningioma
5328,BrainMRI/Training/notumor/Tr-no_0588.jpg,notumor
2583,BrainMRI/Training/meningioma/Tr-me_0340.jpg,meningioma
4167,BrainMRI/Training/notumor/Tr-no_0840.jpg,notumor
1409,BrainMRI/Training/meningioma/Tr-me_0507.jpg,meningioma
1703,BrainMRI/Training/meningioma/Tr-me_0826.jpg,meningioma
2941,BrainMRI/Training/pituitary/Tr-pi_1225.jpg,pituitary
926,BrainMRI/Training/glioma/Tr-gl_0471.jpg,glioma
574,BrainMRI/Training/glioma/Tr-gl_0948.jpg,glioma
4589,BrainMRI/Training/notumor/Tr-no_0318.jpg,notumor
1512,BrainMRI/Training/meningioma/Tr-me_0845.jpg,meningioma
5552,BrainMRI/Training/notumor/Tr-no_0222.jpg,notumor
2243,BrainMRI/Training/meningioma/Tr-me_1198.jpg,meningioma
1746,BrainMRI/Training/meningioma/Tr-me_0999.jpg,meningioma
2682,BrainMRI/Training/pituitary/Tr-pi_0577.jpg,pituitary
3214,BrainMRI/Training/pituitary/Tr-pi_1453.jpg,pituitary
2295,BrainMRI/Training/meningioma/Tr-me_1289.jpg,meningioma
5685,BrainMRI/Training/notumor/Tr-no_0554.jpg,notumor
4567,BrainMRI/Training/notumor/Tr-no_1160.jpg,notumor
2135,BrainMRI/Training/meningioma/Tr-me_1155.jpg,meningioma
976,BrainMRI/Training/glioma/Tr-gl_0713.jpg,glioma
1850,BrainMRI/Training/meningioma/Tr-me_0703.jpg,meningioma
3727,BrainMRI/Training/pituitary/Tr-pi_0817.jpg,pituitary
3659,BrainMRI/Training/pituitary/Tr-pi_1314.jpg,pituitary
1612,BrainMRI/Training/meningioma/Tr-me_0660.jpg,meningioma
3877,BrainMRI/Training/pituitary/Tr-pi_0613.jpg,pituitary
4777,BrainMRI/Training/notumor/Tr-no_0582.jpg,notumor
1632,BrainMRI/Training/meningioma/Tr-me_0366.jpg,meningioma
1884,BrainMRI/Training/meningioma/Tr-me_0071.jpg,meningioma
1885,BrainMRI/Training/meningioma/Tr-me_0988.jpg,meningioma
1174,BrainMRI/Training/glioma/Tr-gl_0452.jpg,glioma
879,BrainMRI/Training/glioma/Tr-gl_0951.jpg,glioma
2080,BrainMRI/Training/meningioma/Tr-meTr_0004.jpg,meningioma
1899,BrainMRI/Training/meningioma/Tr-me_0736.jpg,meningioma
1118,BrainMRI/Training/glioma/Tr-gl_0742.jpg,glioma
1166,BrainMRI/Training/glioma/Tr-gl_0986.jpg,glioma
1774,BrainMRI/Training/meningioma/Tr-me_0293.jpg,meningioma
4513,BrainMRI/Training/notumor/Tr-no_1019.jpg,notumor
2595,BrainMRI/Training/meningioma/Tr-me_0841.jpg,meningioma
2680,BrainMRI/Training/pituitary/Tr-pi_1351.jpg,pituitary
5099,BrainMRI/Training/notumor/Tr-no_1434.jpg,notumor
2659,BrainMRI/Training/meningioma/Tr-me_0365.jpg,meningioma
229,BrainMRI/Training/glioma/Tr-gl_0937.jpg,glioma
2337,BrainMRI/Training/meningioma/Tr-me_1126.jpg,meningioma
3838,BrainMRI/Training/pituitary/Tr-pi_1018.jpg,pituitary
614,BrainMRI/Training/glioma/Tr-gl_0456.jpg,glioma
298,BrainMRI/Training/glioma/Tr-gl_0303.jpg,glioma
2786,BrainMRI/Training/pituitary/Tr-pi_0314.jpg,pituitary
3311,BrainMRI/Training/pituitary/Tr-pi_0518.jpg,pituitary
1823,BrainMRI/Training/meningioma/Tr-me_0930.jpg,meningioma
2997,BrainMRI/Training/pituitary/Tr-pi_1186.jpg,pituitary
3782,BrainMRI/Training/pituitary/Tr-pi_1216.jpg,pituitary
1851,BrainMRI/Training/meningioma/Tr-me_0095.jpg,meningioma
1916,BrainMRI/Training/meningioma/Tr-me_0709.jpg,meningioma
3566,BrainMRI/Training/pituitary/Tr-pi_0102.jpg,pituitary
4994,BrainMRI/Training/notumor/Tr-no_1203.jpg,notumor
1980,BrainMRI/Training/meningioma/Tr-me_0539.jpg,meningioma
940,BrainMRI/Training/glioma/Tr-gl_1252.jpg,glioma
3936,BrainMRI/Training/pituitary/Tr-pi_0709.jpg,pituitary
3343,BrainMRI/Training/pituitary/Tr-pi_0879.jpg,pituitary
1507,BrainMRI/Training/meningioma/Tr-me_0937.jpg,meningioma
3153,BrainMRI/Training/pituitary/Tr-pi_0073.jpg,pituitary
4410,BrainMRI/Training/notumor/Tr-no_0733.jpg,notumor
567,BrainMRI/Training/glioma/Tr-gl_0852.jpg,glioma
1567,BrainMRI/Training/meningioma/Tr-me_0131.jpg,meningioma
935,BrainMRI/Training/glioma/Tr-gl_0065.jpg,glioma
2877,BrainMRI/Training/pituitary/Tr-pi_0876.jpg,pituitary
911,BrainMRI/Training/glioma/Tr-gl_0757.jpg,glioma
4812,BrainMRI/Training/notumor/Tr-no_0897.jpg,notumor
2299,BrainMRI/Training/meningioma/Tr-me_0792.jpg,meningioma
1602,BrainMRI/Training/meningioma/Tr-me_0928.jpg,meningioma
907,BrainMRI/Training/glioma/Tr-gl_0158.jpg,glioma
3399,BrainMRI/Training/pituitary/Tr-pi_0989.jpg,pituitary
1875,BrainMRI/Training/meningioma/Tr-me_0349.jpg,meningioma
683,BrainMRI/Training/glioma/Tr-gl_0860.jpg,glioma
868,BrainMRI/Training/glioma/Tr-gl_0098.jpg,glioma
2324,BrainMRI/Training/meningioma/Tr-me_0543.jpg,meningioma
278,BrainMRI/Training/glioma/Tr-gl_0013.jpg,glioma
5353,BrainMRI/Training/notumor/Tr-no_0724.jpg,notumor
3488,BrainMRI/Training/pituitary/Tr-pi_1417.jpg,pituitary
5281,BrainMRI/Training/notumor/Tr-no_0539.jpg,notumor
1214,BrainMRI/Training/glioma/Tr-gl_0881.jpg,glioma
5449,BrainMRI/Training/notumor/Tr-no_1402.jpg,notumor
1907,BrainMRI/Training/meningioma/Tr-me_0911.jpg,meningioma
5373,BrainMRI/Training/notumor/Tr-no_1335.jpg,notumor
2992,BrainMRI/Training/pituitary/Tr-pi_0542.jpg,pituitary
4418,BrainMRI/Training/notumor/Tr-no_0589.jpg,notumor
4626,BrainMRI/Training/notumor/Tr-no_0368.jpg,notumor
375,BrainMRI/Training/glioma/Tr-gl_0349.jpg,glioma
403,BrainMRI/Training/glioma/Tr-gl_0357.jpg,glioma
2642,BrainMRI/Training/meningioma/Tr-me_1107.jpg,meningioma
5522,BrainMRI/Training/notumor/Tr-no_1533.jpg,notumor
478,BrainMRI/Training/glioma/Tr-gl_1226.jpg,glioma
5274,BrainMRI/Training/notumor/Tr-no_0445.jpg,notumor
1474,BrainMRI/Training/meningioma/Tr-me_1060.jpg,meningioma
98,BrainMRI/Training/glioma/Tr-gl_0284.jpg,glioma
4019,BrainMRI/Training/pituitary/Tr-pi_1392.jpg,pituitary
4574,BrainMRI/Training/notumor/Tr-no_0325.jpg,notumor
58,BrainMRI/Training/glioma/Tr-gl_0516.jpg,glioma
3686,BrainMRI/Training/pituitary/Tr-pi_0156.jpg,pituitary
660,BrainMRI/Training/glioma/Tr-gl_0260.jpg,glioma
4382,BrainMRI/Training/notumor/Tr-no_0259.jpg,notumor
5251,BrainMRI/Training/notumor/Tr-no_0643.jpg,notumor
2918,BrainMRI/Training/pituitary/Tr-pi_0788.jpg,pituitary
763,BrainMRI/Training/glioma/Tr-gl_0817.jpg,glioma
223,BrainMRI/Training/glioma/Tr-gl_0428.jpg,glioma
3805,BrainMRI/Training/pituitary/Tr-pi_0450.jpg,pituitary
2151,BrainMRI/Training/meningioma/Tr-me_0816.jpg,meningioma
1891,BrainMRI/Training/meningioma/Tr-me_0959.jpg,meningioma
5583,BrainMRI/Training/notumor/Tr-no_0794.jpg,notumor
3797,BrainMRI/Training/pituitary/Tr-pi_0621.jpg,pituitary
4672,BrainMRI/Training/notumor/Tr-no_1557.jpg,notumor
5200,BrainMRI/Training/notumor/Tr-no_0634.jpg,notumor
4074,BrainMRI/Training/pituitary/Tr-pi_0399.jpg,pituitary
5197,BrainMRI/Training/notumor/Tr-no_0515.jpg,notumor
2431,BrainMRI/Training/meningioma/Tr-me_0796.jpg,meningioma
1768,BrainMRI/Training/meningioma/Tr-me_1267.jpg,meningioma
1543,BrainMRI/Training/meningioma/Tr-me_1202.jpg,meningioma
446,BrainMRI/Training/glioma/Tr-gl_0360.jpg,glioma
1039,BrainMRI/Training/glioma/Tr-gl_1137.jpg,glioma
5662,BrainMRI/Training/notumor/Tr-no_1175.jpg,notumor
2013,BrainMRI/Training/meningioma/Tr-me_0459.jpg,meningioma
1778,BrainMRI/Training/meningioma/Tr-me_0677.jpg,meningioma
2585,BrainMRI/Training/meningioma/Tr-me_0251.jpg,meningioma
1278,BrainMRI/Training/glioma/Tr-gl_0553.jpg,glioma
4388,BrainMRI/Training/notumor/Tr-noTr_0002.jpg,notumor
5406,BrainMRI/Training/notumor/Tr-no_1154.jpg,notumor
5309,BrainMRI/Training/notumor/Tr-no_1308.jpg,notumor
2553,BrainMRI/Training/meningioma/Tr-me_0931.jpg,meningioma
3538,BrainMRI/Training/pituitary/Tr-pi_0896.jpg,pituitary
1694,BrainMRI/Training/meningioma/Tr-me_1291.jpg,meningioma
5199,BrainMRI/Training/notumor/Tr-no_1005.jpg,notumor
186,BrainMRI/Training/glioma/Tr-gl_1072.jpg,glioma
5570,BrainMRI/Training/notumor/Tr-no_0351.jpg,notumor
5567,BrainMRI/Training/notumor/Tr-no_1547.jpg,notumor
695,BrainMRI/Training/glioma/Tr-gl_1285.jpg,glioma
1627,BrainMRI/Training/meningioma/Tr-me_0799.jpg,meningioma
897,BrainMRI/Training/glioma/Tr-gl_0048.jpg,glioma
4357,BrainMRI/Training/notumor/Tr-no_0534.jpg,notumor
4161,BrainMRI/Training/notumor/Tr-no_1329.jpg,notumor
432,BrainMRI/Training/glioma/Tr-gl_0985.jpg,glioma
4580,BrainMRI/Training/notumor/Tr-no_1511.jpg,notumor
1238,BrainMRI/Training/glioma/Tr-gl_0298.jpg,glioma
793,BrainMRI/Training/glioma/Tr-gl_0015.jpg,glioma
1510,BrainMRI/Training/meningioma/Tr-me_0183.jpg,meningioma
1889,BrainMRI/Training/meningioma/Tr-me_0633.jpg,meningioma
4147,BrainMRI/Training/notumor/Tr-no_0818.jpg,notumor
1188,BrainMRI/Training/glioma/Tr-gl_0623.jpg,glioma
272,BrainMRI/Training/glioma/Tr-gl_0597.jpg,glioma
4459,BrainMRI/Training/notumor/Tr-no_1567.jpg,notumor
507,BrainMRI/Training/glioma/Tr-gl_0592.jpg,glioma
227,BrainMRI/Training/glioma/Tr-gl_0026.jpg,glioma
3366,BrainMRI/Training/pituitary/Tr-pi_0316.jpg,pituitary
5489,BrainMRI/Training/notumor/Tr-no_1007.jpg,notumor
2051,BrainMRI/Training/meningioma/Tr-me_0134.jpg,meningioma
3547,BrainMRI/Training/pituitary/Tr-pi_0031.jpg,pituitary
1010,BrainMRI/Training/glioma/Tr-gl_0577.jpg,glioma
5290,BrainMRI/Training/notumor/Tr-no_0326.jpg,notumor
449,BrainMRI/Training/glioma/Tr-gl_0670.jpg,glioma
841,BrainMRI/Training/glioma/Tr-gl_0172.jpg,glioma
5416,BrainMRI/Training/notumor/Tr-no_1045.jpg,notumor
4110,BrainMRI/Training/pituitary/Tr-pi_0119.jpg,pituitary
1048,BrainMRI/Training/glioma/Tr-gl_0203.jpg,glioma
1604,BrainMRI/Training/meningioma/Tr-me_0922.jpg,meningioma
1838,BrainMRI/Training/meningioma/Tr-me_0081.jpg,meningioma
577,BrainMRI/Training/glioma/Tr-gl_0798.jpg,glioma
404,BrainMRI/Training/glioma/Tr-gl_0805.jpg,glioma
2748,BrainMRI/Training/pituitary/Tr-pi_0294.jpg,pituitary
2311,BrainMRI/Training/meningioma/Tr-me_0756.jpg,meningioma
5362,BrainMRI/Training/notumor/Tr-no_0968.jpg,notumor
86,BrainMRI/Training/glioma/Tr-gl_0121.jpg,glioma
1350,BrainMRI/Training/meningioma/Tr-me_1297.jpg,meningioma
33,BrainMRI/Training/glioma/Tr-gl_0534.jpg,glioma
4679,BrainMRI/Training/notumor/Tr-no_0081.jpg,notumor
2199,BrainMRI/Training/meningioma/Tr-me_0437.jpg,meningioma
3973,BrainMRI/Training/pituitary/Tr-pi_1048.jpg,pituitary
5249,BrainMRI/Training/notumor/Tr-no_0079.jpg,notumor
1598,BrainMRI/Training/meningioma/Tr-me_1250.jpg,meningioma
2246,BrainMRI/Training/meningioma/Tr-me_0808.jpg,meningioma
2457,BrainMRI/Training/meningioma/Tr-me_0245.jpg,meningioma
816,BrainMRI/Training/glioma/Tr-gl_0807.jpg,glioma
3836,BrainMRI/Training/pituitary/Tr-pi_0752.jpg,pituitary
1049,BrainMRI/Training/glioma/Tr-gl_0665.jpg,glioma
4649,BrainMRI/Training/notumor/Tr-no_0211.jpg,notumor
5229,BrainMRI/Training/notumor/Tr-no_0111.jpg,notumor
714,BrainMRI/Training/glioma/Tr-gl_0398.jpg,glioma
4914,BrainMRI/Training/notumor/Tr-no_0763.jpg,notumor
1810,BrainMRI/Training/meningioma/Tr-me_0428.jpg,meningioma
2894,BrainMRI/Training/pituitary/Tr-pi_0163.jpg,pituitary
5359,BrainMRI/Training/notumor/Tr-no_0990.jpg,notumor
1794,BrainMRI/Training/meningioma/Tr-me_0288.jpg,meningioma
4186,BrainMRI/Training/notumor/Tr-no_0427.jpg,notumor
5641,BrainMRI/Training/notumor/Tr-no_0833.jpg,notumor
3377,BrainMRI/Training/pituitary/Tr-pi_0061.jpg,pituitary
1241,BrainMRI/Training/glioma/Tr-gl_0317.jpg,glioma
255,BrainMRI/Training/glioma/Tr-gl_0957.jpg,glioma
5140,BrainMRI/Training/notumor/Tr-no_0285.jpg,notumor
137,BrainMRI/Training/glioma/Tr-gl_0223.jpg,glioma
1991,BrainMRI/Training/meningioma/Tr-me_1216.jpg,meningioma
4085,BrainMRI/Training/pituitary/Tr-pi_0189.jpg,pituitary
2416,BrainMRI/Training/meningioma/Tr-me_0751.jpg,meningioma
671,BrainMRI/Training/glioma/Tr-gl_0074.jpg,glioma
1309,BrainMRI/Training/glioma/Tr-gl_0621.jpg,glioma
1949,BrainMRI/Training/meningioma/Tr-me_0683.jpg,meningioma
2509,BrainMRI/Training/meningioma/Tr-me_0856.jpg,meningioma
288,BrainMRI/Training/glioma/Tr-gl_1035.jpg,glioma
4782,BrainMRI/Training/notumor/Tr-no_0212.jpg,notumor
1758,BrainMRI/Training/meningioma/Tr-me_1331.jpg,meningioma
3360,BrainMRI/Training/pituitary/Tr-pi_0855.jpg,pituitary
4554,BrainMRI/Training/notumor/Tr-no_0123.jpg,notumor
5602,BrainMRI/Training/notumor/Tr-no_0720.jpg,notumor
689,BrainMRI/Training/glioma/Tr-gl_0883.jpg,glioma
1903,BrainMRI/Training/meningioma/Tr-me_0523.jpg,meningioma
1151,BrainMRI/Training/glioma/Tr-gl_0629.jpg,glioma
2854,BrainMRI/Training/pituitary/Tr-pi_1092.jpg,pituitary
1977,BrainMRI/Training/meningioma/Tr-me_0818.jpg,meningioma
617,BrainMRI/Training/glioma/Tr-gl_0528.jpg,glioma
1068,BrainMRI/Training/glioma/Tr-gl_0316.jpg,glioma
